Entry,Species,Name,Nature,Item,Move1,Move2,Move3,Move4,EV,Speed,Instance,HP,Ability1,Ability2
276,Mightyena,MIGHTYENA 2,Adamant,Chople Berry,Crunch,Take Down,Sucker Punch,Howl,Atk/Def,90,2,145,Intimidate,Quick Feet
476,Milotic,MILOTIC 1,Modest,Shell Bell,Surf,Ice Beam,Attract,Hypnosis,HP/SpA,101,1,202,Marvel Scale,0
612,Milotic,MILOTIC 2,Impish,Leftovers,Toxic,Confuse Ray,Double Team,Aqua Ring,HP/Def,101,2,202,Marvel Scale,0
748,Milotic,MILOTIC 3,Calm,Wide Lens,Hydro Pump,Blizzard,Mirror Coat,Recover,SpA/SpD,101,3,170,Marvel Scale,0
884,Milotic,MILOTIC 4,Modest,Lum Berry,Surf,Ice Beam,Dragon Pulse,Recover,HP/SpA,101,4,202,Marvel Scale,0
403,Miltank,MILTANK 1,Impish,Cheri Berry,Return,Iron Head,Thunder Wave,Milk Drink,Atk/Def,120,1,170,Thick Fat,Scrappy
539,Miltank,MILTANK 2,Adamant,Salac Berry,Facade,Zen Headbutt,Reversal,Endure,Atk/Spe,152,2,170,Thick Fat,Scrappy
675,Miltank,MILTANK 3,Adamant,Scope Lens,Dizzy Punch,Fire Punch,ThunderPunch,Ice Punch,Atk/Def,120,3,170,Thick Fat,Scrappy
811,Miltank,MILTANK 4,Adamant,Muscle Band,Giga Impact,Earthquake,Rock Slide,Zen Headbutt,Atk/Spe,152,4,170,Thick Fat,Scrappy
413,Mismagius,MISMAGIUS 1,Modest,Kasib Berry,Shadow Ball,Power Gem,Magical Leaf,Memento,SpA/Spe,157,1,135,Levitate,0
549,Mismagius,MISMAGIUS 2,Modest,Lum Berry,Shadow Ball,Confuse Ray,Perish Song,Mean Look,SpA/SpD,125,2,135,Levitate,0
685,Mismagius,MISMAGIUS 3,Timid,Wise Glasses,Shadow Ball,Energy Ball,Icy Wind,Destiny Bond,SpA/Spe,172,3,135,Levitate,0
821,Mismagius,MISMAGIUS 4,Timid,Focus Sash,Shadow Ball,Psychic,Thunderbolt,Destiny Bond,SpA/Spe,172,4,135,Levitate,0
897,Moltres,MOLTRES 1,Timid,Passho Berry,Flamethrower,Air Slash,AncientPower,Roost,SpA/Spe,156,1,165,Pressure,0
911,Moltres,MOLTRES 2,Timid,Heat Rock,Fire Blast,SolarBeam,Hyper Beam,Sunny Day,HP/SpA,121,2,197,Pressure,0
925,Moltres,MOLTRES 3,Adamant,Power Herb,Sky Attack,Return,Steel Wing,U-turn,Atk/Spe,142,3,165,Pressure,0
939,Moltres,MOLTRES 4,Modest,White Herb,Overheat,Air Slash,AncientPower,Ominous Wind,SpA/Spe,142,4,165,Pressure,0
369,Mrmime,MRMIME 1,Calm,Cheri Berry,Psychic,Signal Beam,Copycat,Mimic,SpA/SpD,110,1,115,Soundproof,Filter
505,Mrmime,MRMIME 2,Calm,Light Clay,Dream Eater,Hypnosis,Light Screen,Reflect,SpA/SpD,110,2,115,Soundproof,Filter
641,Mrmime,MRMIME 3,Modest,Kasib Berry,Psychic,Thunderbolt,Energy Ball,Hyper Beam,SpA/SpD,110,3,115,Soundproof,Filter
777,Mrmime,MRMIME 4,Modest,Choice Specs,Psychic,Charge Beam,Shadow Ball,Focus Blast,SpA/SpD,110,4,115,Soundproof,Filter
418,Muk,MUK 1,Adamant,Black Sludge,Poison Jab,Shadow Sneak,Minimize,Acid Armor,HP/Atk,70,1,212,Stench,Sticky Hold
554,Muk,MUK 2,Adamant,Expert Belt,Poison Jab,Fire Punch,ThunderPunch,Ice Punch,HP/Atk,70,2,212,Stench,Sticky Hold
690,Muk,MUK 3,Brave,Zoom Lens,Gunk Shot,Payback,Shadow Sneak,Curse,HP/Atk,63,3,212,Stench,Sticky Hold
826,Muk,MUK 4,Adamant,Quick Claw,Gunk Shot,Shadow Sneak,Brick Break,Explosion,HP/Atk,70,4,212,Stench,Sticky Hold
408,Nidoking,NIDOKING 1,Impish,Focus Band,Earthquake,Poison Jab,Double Kick,Counter,HP/Atk,105,1,188,Poison Point,Rivalry
544,Nidoking,NIDOKING 2,Careful,Brightpowder,Focus Punch,Dragon Pulse,Horn Drill,Substitute,HP/Def/SpD,105,2,177,Poison Point,Rivalry
680,Nidoking,NIDOKING 3,Modest,Expert Belt,Earth Power,Sludge Bomb,Ice Beam,Shadow Ball,SpA/Spe,137,3,156,Poison Point,Rivalry
816,Nidoking,NIDOKING 4,Adamant,Muscle Band,Earthquake,Poison Jab,Megahorn,Outrage,Atk/Spe,137,4,156,Poison Point,Rivalry
407,Nidoqueen,NIDOQUEEN 1,Adamant,Payapa Berry,Earthquake,Poison Fang,Aerial Ace,Charm,HP/Atk,96,1,197,Poison Point,Rivalry
543,Nidoqueen,NIDOQUEEN 2,Adamant,Scope Lens,Poison Jab,Fire Punch,ThunderPunch,Ice Punch,HP/Atk,96,2,197,Poison Point,Rivalry
679,Nidoqueen,NIDOQUEEN 3,Modest,Black Sludge,Sludge Bomb,Earth Power,Flamethrower,Ice Beam,HP/SpA,96,3,197,Poison Point,Rivalry
815,Nidoqueen,NIDOQUEEN 4,Adamant,Razor Claw,Earthquake,Poison Jab,Superpower,Crunch,HP/Atk,96,4,197,Poison Point,Rivalry
434,Ninetales,NINETALES 1,Timid,Brightpowder,Fire Blast,SolarBeam,Attract,Sunny Day,SpA/Spe,167,1,148,Flash Fire,0
570,Ninetales,NINETALES 2,Timid,White Herb,Overheat,Dark Pulse,Nasty Plot,Confuse Ray,SpA/Spe,167,2,148,Flash Fire,0
706,Ninetales,NINETALES 3,Timid,Wide Lens,Heat Wave,Ominous Wind,Dream Eater,Hypnosis,SpD/Spe,167,3,148,Flash Fire,0
842,Ninetales,NINETALES 4,Modest,Passho Berry,Flamethrower,Extrasensory,Energy Ball,Calm Mind,SpA/Spe,152,4,148,Flash Fire,0
347,Omastar,OMASTAR 2,Modest,Sitrus Berry,Surf,Stone Edge,Ice Beam,Toxic Spikes,Def/SpA,75,2,145,Swift Swim,Shell Armor
422,Pinsir,PINSIR 1,Adamant,Coba Berry,X-Scissor,Earthquake,Rock Slide,Swords Dance,Atk/Def,105,1,140,Hyper Cutter,Mold Breaker
558,Pinsir,PINSIR 2,Jolly,Salac Berry,X-Scissor,Revenge,Flail,Endure,Atk/Spe,150,2,140,Hyper Cutter,Mold Breaker
694,Pinsir,PINSIR 3,Adamant,Lax Incense,X-Scissor,Superpower,Stone Edge,Giga Impact,Atk/Def,105,3,140,Hyper Cutter,Mold Breaker
830,Pinsir,PINSIR 4,Adamant,Scope Lens,X-Scissor,Earthquake,Close Combat,Guillotine,Atk/Def,105,4,140,Hyper Cutter,Mold Breaker
421,Politoed,POLITOED 1,Calm,Lax Incense,Surf,Hyper Voice,Mud Bomb,Swagger,SpA/SpD,90,1,165,Water Absorb,Damp
557,Politoed,POLITOED 2,Impish,Chesto Berry,Dive,Brick Break,Hypnosis,Perish Song,HP/Atk,90,2,197,Water Absorb,Damp
693,Politoed,POLITOED 3,Careful,Chesto Berry,Waterfall,Earthquake,Belly Drum,Rest,Atk/SpD,90,3,165,Water Absorb,Damp
829,Politoed,POLITOED 4,Modest,Wacan Berry,Hydro Pump,Ice Beam,Psychic,Hypnosis,SpA/SpD,90,4,165,Water Absorb,Damp
416,Poliwrath,POLIWRATH 1,Modest,Rindo Berry,Surf,Vacuum Wave,Psychic,Double Team,HP/SpA,90,1,197,Water Absorb,Damp
552,Poliwrath,POLIWRATH 2,Adamant,Lax Incense,Waterfall,DynamicPunch,Poison Jab,Bulk Up,HP/Atk,90,2,197,Water Absorb,Damp
688,Poliwrath,POLIWRATH 3,Modest,Wide Lens,Hydro Pump,Focus Blast,Blizzard,Mud Bomb,HP/SpA,90,3,197,Water Absorb,Damp
824,Poliwrath,POLIWRATH 4,Adamant,Expert Belt,Waterfall,Focus Punch,Earthquake,Hypnosis,HP/Atk,90,4,197,Water Absorb,Damp
444,Porygon2,PORYGON2 1,Modest,Cheri Berry,Tri Attack,Charge Beam,Thunder Wave,Recycle,HP/SpA,80,1,192,Trace,Download
580,Porygon2,PORYGON2 2,Quiet,Iron Ball,Tri Attack,Thunderbolt,Recover,Trick Room,HP/SpA,72,2,192,Trace,Download
716,Porygon2,PORYGON2 3,Modest,Wise Glasses,Tri Attack,Thunderbolt,Psychic,Ice Beam,HP/SpA,80,3,192,Trace,Download
852,Porygon2,PORYGON2 4,Modest,Lum Berry,Tri Attack,Signal Beam,Shadow Ball,Ice Beam,HP/SpA,80,4,192,Trace,Download
471,Porygon-z,PORYGON-Z 1,Modest,Sitrus Berry,Tri Attack,Shadow Ball,Recycle,Conversion 2,HP/SpA,110,1,192,Adaptability,Download
607,Porygon-z,PORYGON-Z 2,Timid,Choice Scarf,Tri Attack,Thunder Wave,Recover,Trick,SpA/Spe,156,2,160,Adaptability,Download
743,Porygon-z,PORYGON-Z 3,Modest,Wise Glasses,Psychic,Ice Beam,Signal Beam,Charge Beam,HP/SpA,110,3,192,Adaptability,Download
879,Porygon-z,PORYGON-Z 4,Modest,Expert Belt,Tri Attack,Shadow Ball,Thunderbolt,Recover,SpA/Spe,142,4,160,Adaptability,Download
313,Primeape,PRIMEAPE 2,Adamant,Expert Belt,Cross Chop,Earthquake,Rock Slide,Swagger,Atk/Spe,147,2,140,Vital Spirit,Anger Point
461,Probopass,PROBOPASS 1,Brave,Cheri Berry,AncientPower,Magnet Bomb,Thunder Wave,Protect,Atk/SpA,54,1,135,Sturdy,Magnet Pull
597,Probopass,PROBOPASS 2,Adamant,Chople Berry,Iron Head,Fire Punch,ThunderPunch,Ice Punch,Atk/SpD,60,2,135,Sturdy,Magnet Pull
733,Probopass,PROBOPASS 3,Adamant,Scope Lens,Stone Edge,Iron Head,Earthquake,Explosion,Atk/Def,60,3,135,Sturdy,Magnet Pull
869,Probopass,PROBOPASS 4,Modest,Life Orb,Flash Cannon,Power Gem,Earth Power,Thunderbolt,SpA/SpD,60,4,135,Sturdy,Magnet Pull
265,Pupitar,PUPITAR 2,Adamant,Soft Sand,Earthquake,Rock Slide,Crunch,Scary Face,HP/Atk,71,2,177,Shed Skin,0
366,Quagsire,QUAGSIRE 1,Adamant,Rindo Berry,Earthquake,Aqua Tail,Brick Break,Counter,HP/Atk,55,1,202,Damp,Water Absorb
502,Quagsire,QUAGSIRE 2,Careful,Leftovers,Dive,Yawn,Curse,Amnesia,HP/Def/SpD,55,2,191,Damp,Water Absorb
638,Quagsire,QUAGSIRE 3,Modest,Quick Claw,Surf,Earth Power,Focus Blast,Sludge Bomb,HP/SpA,55,3,202,Damp,Water Absorb
774,Quagsire,QUAGSIRE 4,Adamant,Muscle Band,Earthquake,Waterfall,Stone Edge,Ice Punch,HP/Atk,55,4,202,Damp,Water Absorb
378,Raichu,RAICHU 1,Adamant,Wide Lens,ThunderPunch,Iron Tail,Slam,Quick Attack,Atk/Spe,152,1,135,Static,0
514,Raichu,RAICHU 2,Jolly,Focus Band,ThunderPunch,Focus Punch,Sweet Kiss,Thunder Wave,Atk/Spe,167,2,135,Static,0
650,Raichu,RAICHU 3,Timid,Petaya Berry,Thunderbolt,Focus Blast,Signal Beam,Nasty Plot,SpA/Spe,167,3,135,Static,0
786,Raichu,RAICHU 4,Adamant,Brightpowder,Volt Tackle,Return,Brick Break,Thunder Wave,Atk/Spe,152,4,135,Static,0
898,Raikou,RAIKOU 1,Timid,Lum Berry,Thunderbolt,Shadow Ball,Thunder Wave,Light Screen,SpA/Spe,183,1,165,Pressure,0
912,Raikou,RAIKOU 2,Jolly,King's Rock,Thunder Fang,Crunch,Iron Head,Return,Atk/Spe,183,2,165,Pressure,0
926,Raikou,RAIKOU 3,Modest,Wise Glasses,Thunder,Extrasensory,Signal Beam,Rain Dance,SpA/Spe,167,3,165,Pressure,0
940,Raikou,RAIKOU 4,Modest,Shuca Berry,Thunderbolt,Extrasensory,Shadow Ball,Calm Mind,SpA/Spe,167,4,165,Pressure,0
430,Rampardos,RAMPARDOS 1,Adamant,Toxic Orb,Rock Slide,Facade,Crunch,Screech,HP/Atk,78,1,204,Mold Breaker,0
566,Rampardos,RAMPARDOS 2,Brave,Iron Ball,Stone Edge,Payback,Avalanche,Fling,HP/Atk,70,2,204,Mold Breaker,0
702,Rampardos,RAMPARDOS 3,Adamant,Life Orb,Head Smash,Zen Headbutt,Fire Punch,ThunderPunch,HP/Atk,78,3,204,Mold Breaker,0
838,Rampardos,RAMPARDOS 4,Jolly,Choice Scarf,Head Smash,Earthquake,Giga Impact,Superpower,Atk/Spe,121,4,172,Mold Breaker,0
417,Rapidash,RAPIDASH 1,Modest,Chesto Berry,Fire Blast,SolarBeam,Sunny Day,Rest,SpA/Spe,157,1,140,Run Away,Flash Fire
553,Rapidash,RAPIDASH 2,Modest,White Herb,Overheat,SolarBeam,Swift,Sunny Day,SpA/Spe,157,2,140,Run Away,Flash Fire
689,Rapidash,RAPIDASH 3,Adamant,Brightpowder,Flare Blitz,Poison Jab,Iron Tail,Horn Drill,Atk/Spe,157,3,140,Run Away,Flash Fire
825,Rapidash,RAPIDASH 4,Jolly,Chesto Berry,Flare Blitz,Megahorn,Double-Edge,Hypnosis,Atk/Spe,172,4,140,Run Away,Flash Fire
902,Regice,REGICE 1,Modest,Lum Berry,Ice Beam,Signal Beam,Charge Beam,Amnesia,SpA/SpD,70,1,155,Clear Body,0
916,Regice,REGICE 2,Impish,Leftovers,Avalanche,Hammer Arm,Double Team,Curse,HP/Def,70,2,187,Clear Body,0
930,Regice,REGICE 3,Bold,Chesto Berry,Ice Beam,Flash Cannon,AncientPower,Rest,Def/SpA,70,3,155,Clear Body,0
944,Regice,REGICE 4,Modest,Shell Bell,Ice Beam,Thunderbolt,Hyper Beam,Focus Blast,HP/SpA,70,4,187,Clear Body,0
908,Regigigas,REGIGIGAS 1,Impish,Lax Incense,Return,Aerial Ace,Thunder Wave,Confuse Ray,HP/Def/SpD,60,1,206,Slow Start,0
922,Regigigas,REGIGIGAS 2,Careful,Leftovers,Facade,Zen Headbutt,Double Team,Substitute,HP/Def/SpD,60,2,206,Slow Start,0
936,Regigigas,REGIGIGAS 3,Modest,Wise Glasses,Earth Power,Focus Blast,Thunderbolt,AncientPower,HP/SpA,60,3,217,Slow Start,0
950,Regigigas,REGIGIGAS 4,Adamant,Brightpowder,Crush Grip,Earthquake,Stone Edge,Drain Punch,HP/Atk,60,4,217,Slow Start,0
901,Regirock,REGIROCK 1,Impish,Leftovers,Rock Slide,Earthquake,Brick Break,Sandstorm,Atk/Def,70,1,155,Clear Body,0
915,Regirock,REGIROCK 2,Adamant,Razor Claw,Fire Punch,ThunderPunch,Ice Punch,Drain Punch,HP/Atk,70,2,187,Clear Body,0
929,Regirock,REGIROCK 3,Careful,Chesto Berry,Stone Edge,Hammer Arm,Rest,Curse,HP/SpD,70,3,187,Clear Body,0
943,Regirock,REGIROCK 4,Careful,Quick Claw,Stone Edge,Earthquake,Hammer Arm,Explosion,Atk/SpD,70,4,155,Clear Body,0
903,Registeel,REGISTEEL 1,Modest,Lum Berry,Flash Cannon,Thunderbolt,Thunder Wave,Amnesia,HP/SpA,70,1,187,Clear Body,0
917,Registeel,REGISTEEL 2,Adamant,Leftovers,Iron Head,Toxic,Double Team,Iron Defense,HP/Def/SpD,70,2,176,Clear Body,0
931,Registeel,REGISTEEL 3,Adamant,Razor Claw,Shadow Claw,Aerial Ace,ThunderPunch,Ice Punch,HP/Atk,70,3,187,Clear Body,0
945,Registeel,REGISTEEL 4,Adamant,Shell Bell,Iron Head,Hammer Arm,Earthquake,Curse,HP/Def/SpD,70,4,176,Clear Body,0
344,Relicanth,RELICANTH 2,Impish,Chesto Berry,Aqua Tail,Rock Slide,Rest,Yawn,Atk/Def,75,2,175,Swift Swim,Rock Head
396,Rhydon,RHYDON 1,Adamant,Passho Berry,Earthquake,Rock Slide,Crunch,Scary Face,Atk/Def,60,1,180,Lightningrod,Rock Head
532,Rhydon,RHYDON 2,Adamant,Focus Sash,Earthquake,Fire Punch,ThunderPunch,Ice Punch,Atk/Def,60,2,180,Lightningrod,Rock Head
668,Rhydon,RHYDON 3,Brave,Persim Berry,Outrage,Hammer Arm,Shadow Claw,Avalanche,HP/Atk,54,3,212,Lightningrod,Rock Head
804,Rhydon,RHYDON 4,Adamant,Quick Claw,Earthquake,Stone Edge,Megahorn,Horn Drill,HP/Atk,60,4,212,Lightningrod,Rock Head
469,Rhyperior,RHYPERIOR 1,Adamant,Focus Band,Rock Wrecker,Earthquake,Crunch,Roar,Atk/Def,60,1,190,Lightningrod,Solid Rock
605,Rhyperior,RHYPERIOR 2,Adamant,Expert Belt,Fire Punch,ThunderPunch,Ice Punch,Aqua Tail,Atk/Def,60,2,190,Lightningrod,Solid Rock
741,Rhyperior,RHYPERIOR 3,Impish,Focus Sash,Horn Drill,Avalanche,Payback,Counter,HP/Def,60,3,222,Lightningrod,Solid Rock
877,Rhyperior,RHYPERIOR 4,Adamant,Choice Band,Rock Wrecker,Earthquake,Hammer Arm,Megahorn,HP/Atk,60,4,222,Lightningrod,Solid Rock
437,Roserade,ROSERADE 1,Calm,Coba Berry,Sludge Bomb,Magical Leaf,Stun Spore,Mud-Slap,SpA/SpD,110,1,135,Natural Cure,Poison Point
573,Roserade,ROSERADE 2,Calm,Big Root,Giga Drain,Leech Seed,Ingrain,Synthesis,SpA/SpD,110,2,135,Natural Cure,Poison Point
709,Roserade,ROSERADE 3,Modest,White Herb,Leaf Storm,Sludge Bomb,Hyper Beam,GrassWhistle,SpA/Spe,142,3,135,Natural Cure,Poison Point
845,Roserade,ROSERADE 4,Modest,White Herb,Leaf Storm,Sludge Bomb,Shadow Ball,Weather Ball,SpA/Spe,142,4,135,Natural Cure,Poison Point
483,Salamence,SALAMENCE 1,Adamant,Cheri Berry,Dragon Claw,Aerial Ace,Aqua Tail,Scary Face,Atk/Spe,152,1,170,Intimidate,0
619,Salamence,SALAMENCE 2,Jolly,Razor Fang,Dragon Claw,Fire Fang,Thunder Fang,Dragon Dance,Atk/Spe,167,2,170,Intimidate,0
755,Salamence,SALAMENCE 3,Modest,Wise Glasses,Draco Meteor,Hydro Pump,Flamethrower,Ominous Wind,SpA/Spe,152,3,170,Intimidate,0
891,Salamence,SALAMENCE 4,Adamant,Lum Berry,Outrage,Crunch,Earthquake,Zen Headbutt,Atk/Spe,152,4,170,Intimidate,0
357,Sceptile,SCEPTILE 1,Jolly,Liechi Berry,Leaf Blade,Crunch,Quick Attack,Screech,Atk/Spe,189,1,145,Overgrow,0
493,Sceptile,SCEPTILE 2,Timid,Leftovers,Giga Drain,Leech Seed,Toxic,Double Team,SpA/Spe,189,2,145,Overgrow,0
629,Sceptile,SCEPTILE 3,Adamant,Scope Lens,Leaf Blade,X-Scissor,Night Slash,Aerial Ace,Atk/Spe,172,3,145,Overgrow,0
765,Sceptile,SCEPTILE 4,Timid,Occa Berry,Leaf Storm,Dragon Pulse,Focus Blast,Hyper Beam,SpA/Spe,189,4,145,Overgrow,0
423,Scizor,SCIZOR 1,Impish,Brightpowder,X-Scissor,Bullet Punch,Swords Dance,Baton Pass,Atk/Def,85,1,145,Swarm,Technician
559,Scizor,SCIZOR 2,Careful,Sitrus Berry,Metal Claw,Night Slash,Iron Defense,Roost,Atk/SpD,85,2,145,Swarm,Technician
695,Scizor,SCIZOR 3,Jolly,Salac Berry,X-Scissor,Quick Attack,Reversal,Endure,Atk/Spe,128,3,145,Swarm,Technician
831,Scizor,SCIZOR 4,Adamant,Occa Berry,X-Scissor,Iron Head,Aerial Ace,Night Slash,Atk/Def,85,4,145,Swarm,Technician
324,Sharpedo,SHARPEDO 2,Adamant,Wacan Berry,Crunch,Waterfall,Ice Fang,Swagger,Atk/Spe,147,2,145,Rough Skin,0
388,Shiftry,SHIFTRY 1,Jolly,Persim Berry,Seed Bomb,Faint Attack,X-Scissor,Fake Out,Atk/Spe,145,1,165,Chlorophyll,Early Bird
524,Shiftry,SHIFTRY 2,Calm,Leftovers,Giga Drain,Leech Seed,Double Team,Synthesis,HP/Def/SpD,100,2,186,Chlorophyll,Early Bird
660,Shiftry,SHIFTRY 3,Modest,White Herb,Leaf Storm,Dark Pulse,Focus Blast,Shadow Ball,HP/SpA,100,3,197,Chlorophyll,Early Bird
796,Shiftry,SHIFTRY 4,Adamant,Cheri Berry,Seed Bomb,Sucker Punch,Aerial Ace,Explosion,HP/Atk,100,4,197,Chlorophyll,Early Bird
436,Shuckle,SHUCKLE 1,Impish,Lax Incense,Stone Edge,Bug Bite,Swagger,Power Trick,HP/Def/SpD,25,1,116,Sturdy,Gluttony
572,Shuckle,SHUCKLE 2,Careful,Grip Claw,Wrap,Swagger,Attract,Toxic,HP/Def/SpD,25,2,116,Sturdy,Gluttony
708,Shuckle,SHUCKLE 3,Impish,Lax Incense,Gyro Ball,Substitute,Double Team,Power Trick,HP/Def/SpD,25,3,116,Sturdy,Gluttony
844,Shuckle,SHUCKLE 4,Calm,Leftovers,Toxic,Substitute,Double Team,Sandstorm,HP/Def/SpD,25,4,116,Sturdy,Gluttony
373,Skarmory,SKARMORY 1,Impish,Occa Berry,Drill Peck,Steel Wing,Spikes,Roar,Atk/Def,90,1,140,Keen Eye,Sturdy
509,Skarmory,SKARMORY 2,Careful,Leftovers,Fly,Toxic,Double Team,Roost,HP/Def/SpD,90,2,161,Keen Eye,Sturdy
645,Skarmory,SKARMORY 3,Impish,Razor Claw,Drill Peck,Slash,Payback,Night Slash,Atk/Def,90,3,140,Keen Eye,Sturdy
781,Skarmory,SKARMORY 4,Adamant,Life Orb,Brave Bird,Steel Wing,X-Scissor,Rock Slide,Atk/Def,90,4,140,Keen Eye,Sturdy
383,Skuntank,SKUNTANK 1,Adamant,Razor Claw,Sucker Punch,Poison Jab,Slash,Screech,HP/Atk,104,1,210,Stench,Aftermath
519,Skuntank,SKUNTANK 2,Jolly,Chesto Berry,Crunch,Toxic,Swagger,Double Team,HP/Spe,149,2,210,Stench,Aftermath
655,Skuntank,SKUNTANK 3,Timid,Shuca Berry,Sludge Bomb,Dark Pulse,Flamethrower,Shadow Ball,SpA/Spe,149,3,178,Stench,Aftermath
791,Skuntank,SKUNTANK 4,Jolly,Muscle Band,Poison Jab,Night Slash,Crunch,Explosion,Atk/Spe,149,4,178,Stench,Aftermath
486,Slaking,SLAKING 1,Impish,Lax Incense,Facade,Shadow Claw,Slack Off,Yawn,HP/Def,120,1,257,Truant,0
622,Slaking,SLAKING 2,Adamant,Lum Berry,Crush Claw,Fire Punch,ThunderPunch,Ice Punch,Atk/Def,120,2,225,Truant,0
758,Slaking,SLAKING 3,Jolly,Life Orb,Return,Night Slash,Gunk Shot,Aerial Ace,Atk/Spe,167,3,225,Truant,0
894,Slaking,SLAKING 4,Adamant,Muscle Band,Giga Impact,Earthquake,Hammer Arm,Shadow Claw,HP/Atk,120,4,257,Truant,0
397,Slowbro,SLOWBRO 1,Bold,Chesto Berry,Psychic,Surf,Calm Mind,Yawn,Def/SpA,50,1,170,Oblivious,Own Tempo
533,Slowbro,SLOWBRO 2,Adamant,Expert Belt,Zen Headbutt,Aqua Tail,Earthquake,Avalanche,HP/Atk,50,2,202,Oblivious,Own Tempo
669,Slowbro,SLOWBRO 3,Modest,Choice Specs,Psychic,Flamethrower,Shadow Ball,Signal Beam,HP/SpA,50,3,202,Oblivious,Own Tempo
805,Slowbro,SLOWBRO 4,Quiet,Leftovers,Psychic,Surf,Ice Beam,Trick Room,HP/SpA,45,4,202,Oblivious,Own Tempo
402,Slowking,SLOWKING 1,Quiet,Shell Bell,Psychic,Brine,Yawn,Trick Room,HP/Def/SpD,45,1,191,Oblivious,Own Tempo
538,Slowking,SLOWKING 2,Adamant,Quick Claw,Zen Headbutt,Aqua Tail,Earthquake,Curse,HP/Atk,50,2,202,Oblivious,Own Tempo
674,Slowking,SLOWKING 3,Modest,Lum Berry,Psychic,Shadow Ball,Signal Beam,Focus Blast,SpA/SpD,50,3,170,Oblivious,Own Tempo
810,Slowking,SLOWKING 4,Modest,Wise Glasses,Psychic,Surf,Ice Beam,Flamethrower,HP/SpA,50,4,202,Oblivious,Own Tempo
473,Snorlax,SNORLAX 1,Adamant,Leftovers,Return,Rock Slide,Curse,Yawn,HP/Atk,50,1,267,Immunity,Thick Fat
609,Snorlax,SNORLAX 2,Adamant,Chesto Berry,Fire Punch,ThunderPunch,Ice Punch,Rest,Atk/SpD,50,2,235,Immunity,Thick Fat
745,Snorlax,SNORLAX 3,Adamant,White Herb,Outrage,Superpower,Gunk Shot,Seed Bomb,Atk/SpD,50,3,235,Immunity,Thick Fat
881,Snorlax,SNORLAX 4,Adamant,Life Orb,Double-Edge,Earthquake,Zen Headbutt,Crunch,HP/Atk,50,4,267,Immunity,Thick Fat
299,Solrock,SOLROCK 2,Adamant,Passho Berry,Zen Headbutt,Rock Slide,Will-O-Wisp,Cosmic Power,Atk/Def,90,2,145,Levitate,0
381,Staraptor,STARAPTOR 1,Jolly,King's Rock,Return,Aerial Ace,Double Team,Roost,Atk/Spe,167,1,160,Intimidate,0
517,Staraptor,STARAPTOR 2,Jolly,King's Rock,Endeavor,Aerial Ace,Endure,Quick Attack,Atk/Spe,167,2,160,Intimidate,0
653,Staraptor,STARAPTOR 3,Adamant,Muscle Band,Brave Bird,Return,Steel Wing,Pursuit,Atk/Spe,152,3,160,Intimidate,0
789,Staraptor,STARAPTOR 4,Adamant,Choice Band,Brave Bird,Giga Impact,Close Combat,U-turn,Atk/Spe,152,4,160,Intimidate,0
450,Starmie,STARMIE 1,Timid,Lum Berry,Surf,Psychic,Confuse Ray,Thunder Wave,SpA/Spe,183,1,135,Illuminate,Natural Cure
586,Starmie,STARMIE 2,Timid,Wide Lens,Hydro Pump,Blizzard,Thunder,Recover,SpA/Spe,183,2,135,Illuminate,Natural Cure
722,Starmie,STARMIE 3,Modest,Wise Glasses,Surf,Psychic,Power Gem,Signal Beam,SpA/Spe,167,3,135,Illuminate,Natural Cure
858,Starmie,STARMIE 4,Modest,Expert Belt,Surf,Psychic,Thunderbolt,Ice Beam,SpA/Spe,167,4,135,Illuminate,Natural Cure
439,Steelix,STEELIX 1,Impish,Passho Berry,Earthquake,Iron Head,Crunch,Sandstorm,Atk/Def,50,1,150,Rock Head,Sturdy
575,Steelix,STEELIX 2,Adamant,Shuca Berry,Earthquake,Fire Fang,Thunder Fang,Ice Fang,Atk/Def,50,2,150,Rock Head,Sturdy
711,Steelix,STEELIX 3,Relaxed,Iron Ball,Gyro Ball,Payback,Swagger,Curse,Atk/Def,45,3,150,Rock Head,Sturdy
847,Steelix,STEELIX 4,Brave,Quick Claw,Gyro Ball,Earthquake,Stone Edge,Explosion,Atk/Def,45,4,150,Rock Head,Sturdy
263,Sudowoodo,SUDOWOODO 2,Adamant,Life Orb,Stone Edge,Earthquake,Mimic,Selfdestruct,Atk/Def,50,2,145,Sturdy,Rock Head
900,Suicune,SUICUNE 1,Calm,Focus Sash,Surf,Icy Wind,Ominous Wind,Mirror Coat,SpA/SpD,105,1,175,Pressure,0
914,Suicune,SUICUNE 2,Jolly,King's Rock,Waterfall,Ice Fang,Iron Head,Bite,Atk/Spe,150,2,175,Pressure,0
928,Suicune,SUICUNE 3,Bold,Lum Berry,Hydro Pump,Blizzard,Shadow Ball,Hail,Def/SpA,105,3,175,Pressure,0
942,Suicune,SUICUNE 4,Modest,Wacan Berry,Surf,Ice Beam,Extrasensory,Calm Mind,HP/SpA,105,4,207,Pressure,0
359,Swampert,SWAMPERT 1,Adamant,Shell Bell,Waterfall,Earthquake,Ice Punch,Protect,HP/Atk,80,1,207,Torrent,0
495,Swampert,SWAMPERT 2,Adamant,Lum Berry,Aqua Tail,Earthquake,Hammer Arm,Curse,HP/Atk,80,2,207,Torrent,0
